0	177
178	226
227	280
281	393
395	459
460	556
557	676
677	765
766	786
787	829
830	837
838	871
872	961
962	1002
1003	1123
1124	1238
1239	1273
1275	1455
1456	1553
1554	1735
1737	2128
2129	2379
2381	2508
2510	2952
2953	3140
3141	3422
3423	3510
3512	3575
3576	3662
3663	3829
3831	4071
4073	4461
4462	4587
4588	4715
4716	5031
5032	5268
5269	5562
5563	5680
5681	5906
5907	6214
6215	6484
6485	6606
6607	6837
6838	7136
7137	7430
7431	7695
7696	7855
7856	7943
7944	8641
8642	8885
8886	9005
9006	9093
9094	9264
