0	177
178	362
364	447
448	550
551	597
598	661
662	790
791	879
880	1005
1006	1131
1132	1249
1250	1417
1418	1600
1601	1714
1715	1833
1834	1935
1936	2050
2051	2121
2122	2269
2271	2330
2331	2378
2379	2458
2459	2521
2522	2811
2812	2862
2863	2933
2934	2992
2994	3262
3263	3334
3336	3514
3515	3753
3754	3875
3876	4211
4212	4463
4464	4574
4575	4894
4895	5015
5016	5097
5098	5160
5161	5202
5203	5330
5331	5415
5416	5471
5472	5513
5514	5596
5597	5707
5709	5967
5968	6214
6215	6260
6261	6383
6385	6528
6529	6724
6725	6885
6886	7001
7002	7123
7124	7201
7202	7375
7376	7477
