0	189
190	238
239	303
304	442
443	566
567	614
615	725
726	766
767	883
884	1021
1022	1147
1149	1464
1466	1494
1495	1549
1550	1734
1735	1802
1803	1840
1841	1938
1939	1981
1982	2027
2028	2065
2066	2083
2084	2118
2120	2339
2340	2401
2402	2455
2456	2527
2528	2610
2611	2678
2680	2757
2759	3117
3118	3218
3220	3315
3316	3470
3471	3600
3601	3726
3727	3805
3806	3940
3941	4156
4157	4272
4273	4463
4464	4565
4566	4712
4713	4825
4826	4879
4880	4951
4952	5117
5118	5236
5237	5379
5380	5505
5506	5710
5711	5804
5805	5942
5943	6167
6168	6517
6518	6739
6740	6899
6900	7024
7025	7351
7352	7371
