0	27
29	92
93	114
115	139
140	172
174	260
261	291
292	327
328	374
375	412
413	459
460	477
478	681
682	818
819	955
957	1025
1026	1042
1043	1070
1071	1132
1133	1196
1197	1227
1228	1297
1298	1331
1332	1353
1354	1389
1390	1420
1422	1542
1543	1572
1573	1794
1795	1942
1943	2091
2092	2144
2145	2180
2182	2277
2278	2332
2333	2470
2471	2575
2576	2745
2746	3013
3014	3270
3271	3422
3423	3532
3533	3679
3680	3767
3768	3921
3922	3987
3989	4292
4293	4639
4640	4682
4683	4692
4694	4977
4978	5079
5080	5186
5187	5393
5394	5560
5561	5704
5705	5910
5911	6128
6129	6255
6256	6399
6400	6514
6515	6684
6685	6829
6830	6939
6941	7160
7161	7201
7202	7321
7322	7515
7516	7723
7724	7901
7902	7995
7996	8144
8145	8259
8260	8494
8495	8614
8615	8671
8672	8768
8769	8893
