0	99
100	167
168	278
279	356
357	494
496	772
774	1277
1279	1711
1712	1761
1762	1820
1821	1972
1973	2118
2120	2196
2198	2618
2620	2725
2726	2755
2756	2875
2876	2956
2957	3156
3157	3221
3223	3389
3390	3604
3606	4008
4009	4216
4218	4534
4535	4688
4689	4775
4777	5065
5066	5175
5177	5203
5204	5227
5228	5248
5249	5307
5308	5345
5346	5500
5501	5631
5632	5688
5690	5735
5736	5800
5801	5831
5832	5944
5945	6018
6019	6049
6050	6124
6126	6244
6245	6311
6312	6329
6330	6543
6544	6638
6639	6759
6760	6878
6879	6911
6912	6933
6935	7036
7037	7075
7076	7239
7240	7326
7328	7657
7659	8037
8038	8099
8100	8310
8311	8507
8508	8667
