0	108
109	158
159	200
201	250
251	377
378	532
533	720
721	781
782	804
805	962
963	1054
1055	1115
1116	1299
1300	1435
1436	1590
1591	1733
1734	1931
1932	1967
1968	1994
1995	2112
2113	2217
2218	2371
2372	2437
2438	2560
2561	2622
2623	2655
2656	2820
2821	2887
2888	2988
2989	3174
3175	3274
3275	3371
3372	3633
3634	4010
4011	4208
4210	4522
4523	4679
4680	4709
4710	4740
4741	4771
4772	4795
4797	4880
4881	4911
4912	4933
4934	4943
4944	5006
5007	5068
5069	5161
5162	5269
5270	5366
5367	5487
5489	5691
5692	5854
5855	5955
5956	6085
6086	6120
6121	6239
6240	6411
6412	6468
6469	6513
6514	6547
6548	6575
6576	6870
6871	7090
7091	7292
7293	7401
7402	7553
7554	7661
7663	8029
8030	8107
8108	8363
8364	8533
8534	8819
8820	9069
9070	9296
9297	9390
9391	9552
9553	9744
9745	9788
9789	9832
9833	9945
9946	10095
10096	10294
10295	10346
10347	10379
10380	10562
10563	10634
10635	10706
10707	10778
10780	11038
11039	11186
11187	11329
11330	11412
11413	11574
11575	11839
11840	12152
12153	12282
12283	12377
12378	12481
12482	12635
12636	12811
12812	12974
