0	148
150	235
236	320
321	366
367	376
377	418
419	458
460	779
780	1022
1023	1128
1129	1155
1156	1210
1211	1260
1261	1277
1278	1287
1288	1340
1341	1504
1505	1527
1528	1548
1549	1598
1599	1629
1631	1699
1700	1724
1725	1892
1893	1924
1925	1985
1986	2066
2067	2083
2085	2169
2170	2181
2183	2277
2278	2287
2289	2450
2451	2489
2490	2613
2614	2850
2851	2901
2902	3111
3112	3303
3304	3346
3347	3405
3406	3520
3521	3539
3540	3588
3589	3615
3616	3650
3651	3689
3690	3785
3786	3875
3876	3912
3913	4040
4041	4075
4076	4204
4205	4324
4325	4447
4449	4530
4531	4751
4752	4962
4963	5079
5080	5173
5174	5339
5340	5403
5404	5518
5519	5585
5586	5716
5717	5824
5825	5969
5970	6063
6064	6403
6404	6579
