0	36
37	57
58	96
97	157
158	217
218	246
247	286
287	440
441	570
571	608
609	677
678	742
743	782
783	850
851	1094
1095	1229
1230	1450
1451	1658
1659	1765
1766	1863
1864	1966
1967	2024
2025	2209
2210	2383
2384	2539
2540	2769
2770	2872
2873	2962
2963	3102
3103	3362
3363	3533
3534	3689
3690	3766
3767	4095
4096	4346
4347	4454
4455	4700
4701	4743
4744	4986
4987	5131
5132	5323
5324	5459
5460	5837
5838	6004
6005	6123
6124	6254
6256	6301
6302	6323
6324	6359
6360	6398
6399	6428
6429	6515
6516	6550
6551	6567
6568	6599
6601	6741
6742	6813
6814	6996
6997	7281
7282	7390
7391	7621
7622	7773
7774	7823
7824	7936
7937	8010
8012	8080
8081	8135
8137	8369
8370	8404
8405	8486
8488	8581
8582	8757
8758	9056
9057	9173
9174	9412
9413	9601
9602	9713
9714	9849
